Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,Mz_L1
        0.248,             0,             0, 0.712608873844,             0,             0,             0,             0,             0
        0.249,             0,             0, 0.683591425419,             0,             0,             0,             0,             0
         0.25,             0,             0, 0.654225468636,             0,             0,             0,             0,             0
        0.251,             0,             0, 0.624555885792,             0,             0,             0,             0,             0
        0.252,             0,             0, 0.594625651836,             0,             0,             0,             0,             0
        0.253,             0,             0, 0.564476072788,             0,             0,             0,             0,             0
        0.254,             0,             0, 0.534146487713,             0,             0,             0,             0,             0
        0.255,             0,             0, 0.50367474556,             0,             0,             0,             0,             0
        0.256,             0,             0, 0.473096907139,             0,             0,             0,             0,             0
        0.257, -0.0253894869238, -0.378454357386, 0.442439585924, -77.5729980469, 0.522443413734, 196.410003662, -0.499305516481, -0.279321432114
        0.258, -0.0248251166195, -0.388275206089, 0.411992192268, -178.587310791, 4.67266654968, 460.451660156, -1.1004101038, -0.658337116241
        0.259, -0.0238412804902, -0.396063148975, 0.381860464811, -273.382354736, 11.8196153641, 728.147705078, -1.62936067581, -1.02606165409
         0.26, -0.0224838294089, -0.401769340038, 0.352123737335, -357.788116455, 21.3880443573, 998.557678223, -2.08369922638, -1.36988520622
        0.261, -0.0208148416132, -0.405341565609, 0.322866231203, -426.916900635, 33.0825195312, 1270.73986816, -2.46208381653, -1.6835372448
        0.262, -0.0189315434545, -0.406729787588, 0.294168412685, -471.687988281, 46.6250305176, 1543.76782227, -2.76376008987, -1.95748305321
        0.263, -0.0169420540333, -0.405892670155, 0.266116440296, -496.634521484, 61.9955749512, 1816.73010254, -2.98878502846, -2.2120475769
        0.264, -0.0149327423424, -0.402784883976, 0.238795444369, -509.835571289, 78.0479660034, 2088.73510742, -3.14930963516, -2.54488325119
        0.265, -0.0129162846133, -0.397411823273, 0.21214543283, -514.675170898, 92.7500152588, 2358.91308594, -3.26163387299, -3.05018997192
        0.266, -0.0109739694744, -0.389784693718, 0.186277717352, -498.544525146, 107.926300049,  2626.4296875, -3.30802416801, -3.56377577782
        0.267, -0.00918874982744, -0.379880905151, 0.161292508245, -468.199462891, 123.535964966, 2890.47705078, -3.29220604897, -4.10598325729
        0.268, -0.00759586459026, -0.367709666491, 0.137239858508, -432.885437012, 139.333221436, 3150.28051758, -3.2174911499, -4.6806807518
        0.269, -0.00621189316735, -0.353317916393, 0.114153295755, -392.51864624, 154.900741577, 3405.10595703, -3.08742427826, -5.27542543411
         0.27, -0.0050473283045, -0.336783021688, 0.092054232955, -351.057617188, 169.786758423, 3654.26147461,  -2.904971838, -5.87277889252
        0.271, -0.00409541651607, -0.318211197853, 0.070953309536, -311.660339355,  183.54083252, 3897.10131836, -2.67301940918, -6.41679143906
        0.272, -0.00333711924031, -0.297742903233, 0.0508371368051, -277.842285156, 191.282089233, 4133.03027344, -2.38551211357, -6.86341953278
        0.273, -0.0027376411017, -0.275766700506, 0.031354803592, -250.861297607, 194.633560181, 4361.50830078, -2.04359316826, -7.22705507278
        0.274, -0.00226679793559, -0.252150416374, 0.0129674216732, -230.592346191, 197.694198608, 4582.05029297, -1.67448103428, -7.56773853302
        0.275, -0.00189278193284, -0.227061614394, -0.00429547252133, -217.619125366, 200.800430298, 4794.23242188, -1.28763234615, -7.8953795433
        0.276, -0.00158105022274, -0.200672984123, -0.0204129684716, -211.550964355, 204.077774048, 4997.68896484, -0.891217648983, -8.21405601501
        0.277, -0.00131595507264, -0.173195749521, -0.0354110263288, -203.580200195, 206.593597412, 5192.11035156, -0.484474211931, -8.48610305786
        0.278, -0.00111304514576, -0.144811049104, -0.0493320450187, -193.180801392, 208.252792358, 5377.23339844, -0.070995606482, -8.70631790161
        0.279, -0.000978528289124, -0.115637972951, -0.0621755793691, -181.605300903, 209.188720703, 5552.83056641, 0.342937320471, -8.87942886353
         0.28, -0.000913266034331, -0.0857723429799, -0.073941282928, -170.078979492, 209.555038452, 5718.70361328, 0.750967204571, -9.01166534424
        0.281, -0.000913194788154, -0.0552870556712, -0.0846286788583, -159.687728882, 209.499664307, 5874.67626953, 1.14689254761, -9.10965061188
        0.282, -0.000970221182797, -0.0242323111743, -0.094237677753, -151.298721313, 209.141235352, 6020.58251953, 1.52492976189, -9.1792678833
        0.283, -0.00107334321365, 0.00735472934321, -0.102768599987, -145.523880005,  208.55645752, 6156.26123047, 1.87988877296, -9.22490215302
        0.284, -0.00120994902682, 0.0393502786756, -0.110222883523, -142.719055176,  207.78062439, 6281.55615234,  2.2072622776, -9.24928283691
        0.285, -0.00136693590321, 0.0714843794703, -0.116607047617, -143.006973267, 206.818130493, 6396.36083984, 2.50336027145, -9.25383377075
        0.286, -0.00153156381566, 0.103354386985, -0.121936537325, -146.231445312, 205.642684937, 6500.66015625, 2.76553416252, -9.23861694336
        0.287, -0.00169339950662, 0.134439185262, -0.12624181807, -151.608428955, 204.152587891, 6594.56835938, 2.99288988113, -9.20019245148
        0.288, -0.00184502382763, 0.164074018598, -0.129568189383, -158.922851562, 202.333847046, 6678.36914062, 3.18491029739, -9.13900566101
        0.289, -0.00197972287424, 0.191505402327, -0.131978318095, -167.851135254, 200.168045044, 6752.56103516, 3.34239506721, -9.05526161194
