Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
        28.55,             0, 1.41999995708,             0, -5.62300872803, -1340.34179688,          6000, -4.30402708054, -15.1442308426, 60.9887542725
       28.575,             0, 1.42999994755,             0, -5.61906051636, -1350.19812012,          6000, -4.21814346313, -15.1442165375, 61.3499641418
         28.6,             0, 1.44000005722,             0, -5.61508703232, -1360.05102539,          6000, -4.13228988647, -15.144203186, 61.7095451355
       28.625,             0, 1.45000004768,             0, -5.61108827591, -1369.90039062,          6000, -4.04646730423, -15.1441888809, 62.0674781799
        28.65,             0, 1.46000003815,             0, -5.60706424713, -1379.74597168,          6000, -3.96067619324, -15.1441745758, 62.4237632751
       28.675,             0, 1.47000002861,             0, -5.60301494598, -1389.5880127,          6000, -3.87491679192, -15.1441602707, 62.7783813477
         28.7,             0, 1.48000001907,             0, -5.59894037247, -1399.42626953,          6000, -3.78918981552, -15.1441459656, 63.1313323975
       28.725,             0, 1.49000000954,             0, -5.59484100342, -1409.26074219,          6000, -3.70349574089, -15.1441316605, 63.4825973511
        28.75,             0,           1.5,             0,  -5.590716362, -1419.09130859,          6000, -3.61783504486, -15.1441173553, 63.8321762085
       28.775,             0, 1.50999999046,             0, -5.58656644821, -1428.91796875,          6000, -3.53220844269, -15.1441030502, 64.1800537109
         28.8,             0, 1.51999998093,             0, -5.58239221573, -1438.74060059,          6000, -3.44661617279, -15.1440877914,  64.526222229
       28.825,             0, 1.52999997139,             0, -5.57819271088, -1448.55908203,          6000, -3.36105918884, -15.1440734863, 64.8706665039
        28.85,             0, 1.53999996185,             0, -5.57396841049, -1458.37353516,          6000, -3.27553772926, -15.1440582275, 65.2133865356
       28.875,             0, 1.54999995232,             0, -5.56971979141, -1468.18383789,          6000, -3.19005250931, -15.1440439224, 65.5543746948
         28.9,             0, 1.55999994278,             0, -5.5654463768, -1477.98986816,          6000, -3.10460400581, -15.1440286636, 65.8936157227
       28.925,             0, 1.57000005245,             0, -5.56114864349, -1487.79150391,          6000, -3.01919269562, -15.1440134048, 66.2310943604
        28.95,             0, 1.58000004292,             0, -5.55682611465, -1497.58886719,          6000, -2.93381929398, -15.1439981461, 66.5668182373
       28.975,             0, 1.59000003338,             0, -5.55247926712, -1507.38171387,          6000, -2.84848427773, -15.1439828873, 66.9007644653
           29,             0, 1.60000002384,             0, -5.54810810089, -1517.17004395,          6000, -2.7631881237, -15.1439666748, 67.2329330444
       29.025,             0, 1.61000001431,             0, -5.5437130928, -1526.95385742,          6000, -2.67793154716, -15.143951416, 67.5633087158
        29.05,             0, 1.62000000477,             0, -5.53929328918, -1536.73303223,          6000, -2.59271502495, -15.1439361572, 67.8918838501
       29.075,             0, 1.62999999523,             0, -5.53484964371, -1546.50756836,          6000, -2.50753903389, -15.1439199448, 68.2186584473
         29.1,             0, 1.63999998569,             0, -5.53038215637, -1556.27722168,          6000, -2.42240428925, -15.143904686, 68.5436172485
       29.125,             0, 1.64999997616,             0, -5.52589082718, -1566.04211426,          6000, -2.33731150627, -15.1438884735, 68.8667449951
