Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
        1.975,             0,             0, -4.21000003815, 19.4910678864,  327.68182373,          4000, 86.8636398315,  -10.51541996, 13.5750370026
            2,             0,             0, -4.19999980927, 19.4910316467, 327.067871094,          4000, 86.6310806274, -10.5154218674, 13.5434141159
        2.025,             0,             0, -4.19000005722, 19.4909973145, 326.453948975,          4000, 86.3985137939, -10.5154247284, 13.5117893219
         2.05,             0,             0, -4.17999982834, 19.4909629822, 325.839996338,          4000, 86.1659469604, -10.5154275894, 13.4801626205
        2.075,             0,             0, -4.17000007629, 19.4909286499, 325.226074219,          4000,  85.933380127, -10.5154304504, 13.4485349655
          2.1,             0,             0, -4.15999984741, 19.4908943176, 324.612121582,          4000, 85.7008209229, -10.5154333115, 13.4169054031
        2.125,             0,             0, -4.15000009537, 19.4908618927, 323.998199463,          4000, 85.4682540894, -10.5154352188, 13.3852748871
         2.15,             0,             0, -4.13999986649, 19.4908275604, 323.384246826,          4000, 85.2356872559, -10.5154380798, 13.3536424637
        2.175,             0,             0, -4.13000011444, 19.4907932281, 322.770294189,          4000, 85.0031204224, -10.5154409409, 13.3220081329
          2.2,             0,             0, -4.11999988556, 19.4907608032, 322.156341553,          4000, 84.7705535889, -10.5154438019, 13.2903718948
        2.225,             0,             0, -4.11000013351, 19.4907264709, 321.542419434,          4000, 84.5379867554, -10.5154457092, 13.2587347031
         2.25,             0,             0, -4.09999990463,  19.490694046, 320.928466797,          4000, 84.3054199219, -10.5154485703, 13.2270956039
        2.275,             0,             0, -4.09000015259, 19.4906597137,  320.31451416,          4000, 84.0728530884, -10.5154514313, 13.1954555511
          2.3,             0,             0, -4.07999992371, 19.4906272888, 319.700561523,          4000, 83.8402862549, -10.5154542923, 13.1638126373
        2.325,             0,             0, -4.07000017166, 19.4905929565, 319.086608887,          4000, 83.6077194214, -10.5154561996, 13.1321697235
         2.35,             0,             0, -4.05999994278, 19.4905605316,  318.47265625,          4000, 83.3751525879, -10.5154590607, 13.1005239487
        2.375,             0,             0, -4.05000019073, 19.4905281067, 317.858703613,          4000, 83.1425857544, -10.5154619217, 13.0688772202
          2.4,             0,             0, -4.03999996185, 19.4904956818, 317.244750977,          4000, 82.9100189209, -10.515463829,  13.037229538
        2.425,             0,             0, -4.03000020981, 19.4904632568, 316.630767822,          4000, 82.6774520874, -10.5154666901, 13.0055789948
         2.45,             0,             0, -4.01999998093, 19.4904308319, 316.016815186,          4000, 82.4448776245, -10.5154695511, 12.9739284515
        2.475,             0,             0, -4.01000022888,  19.490398407, 315.402862549,          4000,  82.212310791, -10.5154714584, 12.9422750473
          2.5,             0,             0,            -4, 19.4903659821, 314.788909912,          4000, 81.9797439575, -10.5154743195, 12.9106206894
        2.525,             0,             0, -3.99000000954, 19.4903335571, 314.174926758,          4000,  81.747177124, -10.5154771805, 12.8789653778
         2.55,             0,             0, -3.98000001907, 19.4903011322, 313.560974121,          4000, 81.5146026611, -10.5154790878, 12.8473072052
        2.575,             0,             0, -3.97000002861, 19.4902706146, 312.946990967,          4000, 81.2820358276, -10.5154819489, 12.8156490326
          2.6,             0,             0, -3.96000003815, 19.4902381897,  312.33303833,          4000, 81.0494689941, -10.5154838562,  12.783987999
        2.625,             0,             0, -3.95000004768, 19.4902076721, 311.719055176,          4000, 80.8168945312, -10.5154867172, 12.7523269653
         2.65,             0,             0, -3.94000005722, 19.4901752472, 311.105102539,          4000, 80.5843276978, -10.5154886246, 12.7206630707
        2.675,             0,             0, -3.93000006676, 19.4901447296, 310.491119385,          4000, 80.3517532349, -10.5154914856, 12.6889982224
          2.7,             0,             0, -3.92000007629, 19.4901123047,  309.87713623,          4000, 80.1191864014, -10.5154943466, 12.6573324203
        2.725,             0,             0, -3.91000008583, 19.4900817871, 309.263153076,          4000, 79.8866195679, -10.515496254, 12.6256637573
         2.75,             0,             0, -3.90000009537, 19.4900512695, 308.649200439,          4000,  79.654045105, -10.515499115, 12.5939950943
        2.775,             0,             0, -3.8900001049, 19.4900188446, 308.035217285,          4000, 79.4214782715, -10.5155010223, 12.5623245239
          2.8,             0,             0, -3.88000011444,  19.489988327, 307.421234131,          4000, 79.1889038086, -10.5155038834, 12.5306520462
        2.825,             0,             0, -3.86999988556, 19.4899578094, 306.807250977,          4000, 78.9563293457, -10.5155057907, 12.4989786148
         2.85,             0,             0, -3.8599998951, 19.4899272919, 306.193267822,          4000, 78.7237625122, -10.5155086517, 12.4673032761
        2.875,             0,             0, -3.84999990463, 19.4898967743, 305.579284668,          4000, 78.4911880493, -10.5155105591, 12.4356269836
          2.9,             0,             0, -3.83999991417, 19.4898662567, 304.965301514,          4000, 78.2586212158, -10.5155134201, 12.4039487839
        2.925,             0,             0, -3.82999992371, 19.4898376465, 304.351287842,          4000, 78.0260467529, -10.5155153275, 12.3722696304
         2.95,             0,             0, -3.81999993324, 19.4898071289, 303.737304688,          4000,   77.79347229, -10.5155181885, 12.3405885696
        2.975,             0,             0, -3.80999994278, 19.4897766113, 303.123321533,          4000, 77.5609054565, -10.5155200958, 12.3089065552
            3,             0,             0, -3.79999995232, 19.4897460938, 302.509307861,          4000, 77.3283309937, -10.5155229568,  12.277223587
        3.025,             0,             0, -3.78999996185, 19.4897174835, 301.895324707,          4000, 77.0957565308, -10.5155248642, 12.2455387115
         3.05,             0,             0, -3.77999997139, 19.4896869659, 301.281341553,          4000, 76.8631820679, -10.5155267715, 12.2138519287
        3.075,             0,             0, -3.76999998093, 19.4896583557, 300.667327881,          4000, 76.6306152344, -10.5155296326, 12.1821641922
          3.1,             0,             0, -3.75999999046, 19.4896278381, 300.053344727,          4000, 76.3980407715, -10.5155315399,  12.150475502
        3.125,             0,             0,         -3.75, 19.4895992279, 299.439331055,          4000, 76.1654663086, -10.5155344009, 12.1187849045
         3.15,             0,             0, -3.74000000954, 19.4895706177, 298.825317383,          4000, 75.9328918457, -10.5155363083, 12.0870923996
        3.175,             0,             0, -3.73000001907, 19.4895401001, 298.211334229,          4000, 75.7003173828, -10.5155382156,  12.055398941
          3.2,             0,             0, -3.72000002861, 19.4895114899, 297.597320557,          4000, 75.4677429199, -10.5155410767, 12.0237045288
        3.225,             0,             0, -3.71000003815, 19.4894828796, 296.983306885,          4000,  75.235168457, -10.515542984, 11.9920091629
         3.25,             0,             0, -3.70000004768, 19.4894542694, 296.369293213,          4000, 75.0025939941, -10.515545845,  11.960310936
        3.275,             0,             0, -3.69000005722, 19.4894256592, 295.755279541,          4000, 74.7700195312, -10.5155477524,  11.928612709
          3.3,             0,             0, -3.68000006676,  19.489397049, 295.141265869,          4000, 74.5374450684, -10.5155496597, 11.8969125748
        3.325,             0,             0, -3.67000007629, 19.4893684387, 294.527252197,          4000, 74.3048706055, -10.5155525208, 11.8652114868
         3.35,             0,             0, -3.66000008583, 19.4893398285, 293.913238525,          4000, 74.0722961426, -10.5155544281, 11.8335084915
        3.375,             0,             0, -3.65000009537, 19.4893112183, 293.299224854,          4000, 73.8397216797, -10.5155563354, 11.8018045425
          3.4,             0,             0, -3.6400001049, 19.4892845154, 292.685211182,          4000, 73.6071472168, -10.5155582428, 11.7700986862
        3.425,             0,             0, -3.63000011444, 19.4892559052, 292.071166992,          4000, 73.3745727539, -10.5155611038, 11.7383928299
         3.45,             0,             0, -3.61999988556, 19.4892272949,  291.45715332,          4000,  73.141998291, -10.5155630112, 11.7066841125
        3.475,             0,             0, -3.6099998951,  19.489200592, 290.843139648,          4000, 72.9094238281, -10.5155649185, 11.6749753952
          3.5,             0,             0, -3.59999990463, 19.4891719818, 290.229095459,          4000, 72.6768493652, -10.5155677795, 11.6432647705
        3.525,             0,             0, -3.58999991417, 19.4891452789, 289.615081787,          4000, 72.4442672729, -10.5155696869, 11.6115522385
         3.55,             0,             0, -3.57999992371, 19.4891166687, 289.001037598,          4000, 72.2116928101, -10.5155715942, 11.5798397064
        3.575,             0,             0, -3.56999993324, 19.4890899658, 288.387023926,          4000, 71.9791183472, -10.5155735016,  11.548125267
          3.6,             0,             0, -3.55999994278, 19.4890632629, 287.772979736,          4000, 71.7465438843, -10.5155763626, 11.5164089203
        3.625,             0,             0, -3.54999995232, 19.4890365601, 287.158935547,          4000,  71.513961792,  -10.51557827, 11.4846925735
         3.65,             0,             0, -3.53999996185, 19.4890079498, 286.544891357,          4000, 71.2813873291, -10.5155801773, 11.4529743195
        3.675,             0,             0, -3.52999997139, 19.4889812469, 285.930877686,          4000, 71.0488128662, -10.5155820847,  11.421254158
          3.7,             0,             0, -3.51999998093, 19.4889545441, 285.316833496,          4000, 70.8162307739, -10.515583992, 11.3895339966
        3.725,             0,             0, -3.50999999046, 19.4889278412, 284.702789307,          4000,  70.583656311, -10.515586853, 11.3578119278
         3.75,             0,             0,          -3.5, 19.4889011383, 284.088745117,          4000, 70.3510818481, -10.5155887604, 11.3260879517
        3.775,             0,             0, -3.49000000954, 19.4888744354, 283.474700928,          4000, 70.1184997559, -10.5155906677, 11.2943639755
          3.8,             0,             0, -3.48000001907, 19.4888496399, 282.860626221,          4000,  69.885925293, -10.5155925751,  11.262638092
        3.825,             0,             0, -3.47000002861,  19.488822937, 282.246582031,          4000, 69.6533432007, -10.5155944824, 11.2309112549
         3.85,             0,             0, -3.46000003815, 19.4887962341, 281.632537842,          4000, 69.4207687378, -10.5155963898, 11.1991825104
        3.875,             0,             0, -3.45000004768, 19.4887695312, 281.018493652,          4000, 69.1881866455, -10.5155992508, 11.1674528122
          3.9,             0,             0, -3.44000005722, 19.4887447357, 280.404418945,          4000, 68.9556121826, -10.5156011581, 11.1357221603
        3.925,             0,             0, -3.43000006676, 19.4887180328, 279.790374756,          4000, 68.7230300903, -10.5156030655, 11.1039905548
         3.95,             0,             0, -3.42000007629, 19.4886932373, 279.176300049,          4000, 68.4904556274, -10.5156049728, 11.0722579956
        3.975,             0,             0, -3.41000008583, 19.4886665344, 278.562255859,          4000, 68.2578735352, -10.5156068802, 11.0405235291
            4,             0,             0, -3.40000009537, 19.4886417389, 277.948181152,          4000, 68.0252990723, -10.5156087875, 11.0087881088
