Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,Mz_L1
        0.157, -0.00198955088854, 0.194152578712, 0.134792298079, -157.346511841, -196.271820068, 5107.06347656, -2.58761954308, 7.15111494064
        0.158, -0.00199839379638, 0.194154396653, 0.13477177918, -158.159759521, -196.597213745, 5107.34667969, -2.58473992348, 7.16459274292
        0.159, -0.00200718641281, 0.194156393409, 0.134752064943, -158.969848633, -196.918746948,  5107.6328125, -2.5819144249,  7.1779088974
         0.16, -0.00201592734084, 0.194158554077, 0.13473315537, -159.776687622, -197.236480713, 5107.92089844, -2.57914280891, 7.19106531143
        0.161, -0.0020246154163, 0.194160878658, 0.13471506536, -160.580184937, -197.550445557,  5108.2109375, -2.57642483711,  7.2040643692
        0.162, -0.00203324947506, 0.194163352251, 0.134697780013, -161.380218506, -197.860671997, 5108.50341797, -2.57376003265, 7.21690702438
        0.163, -0.00204182858579, 0.194165974855, 0.13468131423, -162.176696777, -198.167221069, 5108.79785156, -2.57114815712, 7.22959566116
        0.164, -0.00205035181716, 0.194168716669, 0.13466565311, -162.969528198, -198.470123291, 5109.09472656, -2.56858897209, 7.24213123322
        0.165, -0.00205881847069, 0.194171607494, 0.134650826454, -163.758605957, -198.76940918, 5109.39306641, -2.56608223915, 7.25451564789
        0.166, -0.00206722784787, 0.194174617529, 0.134636804461, -164.543823242, -199.065139771, 5109.69384766, -2.56362748146, 7.26675081253
        0.167, -0.00207557948306, 0.194177731872, 0.134623602033, -165.325088501, -199.357345581, 5109.99609375, -2.5612244606, 7.27883815765
        0.168, -0.00208387267776, 0.194180980325, 0.134611234069, -166.102340698, -199.64604187, 5110.30078125, -2.55887317657, 7.29077911377
        0.169, -0.0020921069663, 0.194184333086, 0.134599685669, -166.875457764, -199.931289673, 5110.60644531, -2.55657315254, 7.30257511139
         0.17, -0.00210028188303, 0.194187790155, 0.134588956833, -167.644393921, -200.213134766, 5110.91455078, -2.55432415009, 7.31422805786
        0.171, -0.00210839719512, 0.194191366434, 0.134579047561, -168.409042358, -200.491592407, 5111.22412109, -2.55212569237,  7.3257393837
        0.172, -0.00211645290256, 0.19419503212, 0.134569957852,  -169.1693573, -200.766708374, 5111.53515625, -2.54997777939, 7.33711099625
        0.173, -0.00212444807403, 0.194198802114, 0.134561702609, -169.925247192, -201.038513184, 5111.84765625, -2.54787969589, 7.34834337234
        0.174, -0.00213238270953, 0.194202661514, 0.13455426693, -170.676681519, -201.307067871, 5112.16162109, -2.5458316803, 7.35943889618
        0.175, -0.00214025680907, 0.194206625223, 0.134547665715, -171.423568726, -201.572387695, 5112.47753906, -2.54383325577, 7.37039852142
        0.176, 0.0430846884847, 0.242079675198, 0.128407120705, -295.933166504, -272.228790283, 8963.40917969, -3.61210417747, 15.2782821655
        0.177, 0.000128552695969, 0.212350293994, 0.136567503214, 864.751647949, -333.103851318, 9501.61132812, -3.70050525665, 19.5613174438
        0.178, -0.00293684797361, 0.238124474883, 0.133562460542, 1037.65368652, -351.150848389, 9913.51367188, -3.55536723137, 21.0266895294
        0.179, -0.00736639508978, 0.259849786758, 0.13506834209, 1227.08435059, -360.380706787, 9886.66699219, -3.54397749901,  21.350610733
         0.18, -0.0124736391008, 0.281156986952, 0.13847771287, 1272.26843262, -363.615722656, 9846.90332031, -3.68830919266, 21.4205646515
        0.181, -0.0175461973995, 0.301759630442, 0.143424138427, 1178.80444336, -361.898620605, 9795.26757812, -3.95427727699, 21.2886009216
        0.182, -0.0219635516405, 0.321459621191, 0.149831444025, 976.762207031, -354.783721924, 9732.14257812, -4.34381484985, 20.9049682617
        0.183, -0.0253203809261, 0.340126812458, 0.157736137509,  710.06060791, -340.621856689, 9657.99902344, -4.88205051422, 20.0685081482
        0.184, -0.0274788830429, 0.357672423124, 0.167152196169, 428.138183594, -317.055969238, 9573.37011719, -5.60535955429, 18.3836364746
        0.185, -0.0285503678024, 0.373697400093, 0.177399069071, 182.137283325, -285.020721436,   9478.828125, -6.46627187729,  16.050239563
        0.186, -0.0287063121796, 0.38741210103, 0.186992660165, -6.88755273819, -270.091522217,  9374.9609375, -7.08145856857, 14.7498292923
        0.187, -0.0296012945473, 0.390680640936, 0.188927486539, -626.832946777, -412.364074707, 12517.8613281, -8.18722915649, 26.5241622925
        0.188, -0.0271669831127, 0.419761389494, 0.199213817716, -1134.58825684, -461.914886475, 12385.9365234, -8.22984695435, 28.7134952545
        0.189, -0.0224323868752, 0.446870565414, 0.212584838271, -1560.36340332, -489.973083496, 12235.7832031, -8.75367546082, 29.1191749573
         0.19, -0.0161323528737, 0.471442490816, 0.228778719902, -1829.73706055, -505.446685791, 12067.6328125, -9.5781288147, 28.8633270264
        0.191, -0.00921690650284, 0.492908656597, 0.247306868434, -1908.44616699, -512.441955566, 11882.4150391, -10.5997695923, 28.3224239349
        0.192, -0.00268658716232, 0.510988235474, 0.267949730158, -1774.06726074, -511.223114014, 11681.0966797, -11.7887659073, 27.6293487549
        0.193, 0.00225804699585, 0.525427043438, 0.290748804808, -1514.47827148, -503.814300537, 11464.6787109, -13.1200046539, 26.8059844971
        0.194, 0.00573499593884, 0.536525905132, 0.315210789442, -1222.27770996, -491.863800049,    11234.1875, -14.5354852676, 25.8215370178
        0.195, 0.0074863336049, 0.544473469257, 0.341557532549, -918.564575195, -473.845123291, 10990.6728516, -16.0583076477, 24.5627861023
        0.196, 0.00772881088778, 0.549497127533, 0.369662433863, -648.075317383, -451.092041016, 10735.2001953, -17.6577835083, 22.9103755951
        0.197, 0.00684248702601, 0.551748096943, 0.399279236794, -436.676269531, -427.273071289, 10468.8496094, -19.2649803162, 20.9466323853
