Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
          3.8, 0.519999980927,            -4,             0,  3583.7512207, 942.389709473,          4000, -16.1369800568, -10.5856361389,  23.657283783
        3.825, 0.52999997139,            -4,             0, 3575.80517578, 925.776794434,          4000, -16.040266037, -10.5856142044, 23.3678226471
         3.85, 0.540000021458,            -4,             0, 3567.80322266, 909.612548828,          4000, -15.9461622238, -10.5855913162,  23.081987381
        3.875, 0.550000011921,            -4,             0, 3559.76196289, 893.879638672,          4000, -15.8545694351, -10.585568428, 22.7999248505
          3.9, 0.560000002384,            -4,             0,  3551.6965332, 878.561645508,          4000, -15.7653923035, -10.5855455399, 22.5217533112
        3.925, 0.569999992847,            -4,             0, 3543.62084961, 863.643005371,          4000, -15.6785383224, -10.5855226517, 22.2475585938
         3.95, 0.579999983311,            -4,             0, 3535.54663086, 849.108703613,          4000, -15.5939226151, -10.5854997635, 21.9774112701
        3.975, 0.589999973774,            -4,             0, 3527.48486328, 834.944702148,          4000, -15.5114612579, -10.5854759216, 21.7113552094
            4, 0.600000023842,            -4,             0, 3519.44482422, 821.137329102,          4000, -15.4310760498, -10.5854520798, 21.4494190216
        4.025, 0.610000014305,            -4,             0, 3511.43505859,  807.67376709,          4000, -15.3526906967, -10.5854282379, 21.1916179657
         4.05, 0.620000004768,            -4,             0, 3503.46313477, 794.541625977,          4000, -15.2762355804, -10.5854043961, 20.9379520416
        4.075, 0.629999995232,            -4,             0, 3495.53564453, 781.729248047,          4000, -15.2016410828, -10.5853805542, 20.6884117126
          4.1, 0.639999985695,            -4,             0, 3487.65820312, 769.225341797,          4000, -15.1288414001, -10.5853557587, 20.4429759979
        4.125, 0.649999976158,            -4,             0, 3479.83618164, 757.019226074,          4000, -15.0577754974, -10.5853319168, 20.2016181946
         4.15, 0.660000026226,            -4,             0, 3472.07397461, 745.100708008,          4000, -14.9883832932, -10.5853071213,  19.964302063
        4.175, 0.670000016689,            -4,             0, 3464.37548828, 733.459899902,          4000, -14.9206066132, -10.5852823257, 19.7309875488
          4.2, 0.680000007153,            -4,             0, 3456.74414062, 722.087463379,          4000, -14.8543930054, -10.5852575302, 19.5016269684
        4.225, 0.689999997616,            -4,             0, 3449.18261719, 710.974487305,          4000, -14.7896881104, -10.585231781, 19.2761726379
         4.25, 0.699999988079,            -4,             0, 3441.69360352, 700.112365723,          4000, -14.7264442444, -10.5852069855, 19.0545711517
        4.275, 0.709999978542,            -4,             0, 3434.27905273, 689.492858887,          4000, -14.6646118164, -10.5851812363,  18.836763382
          4.3, 0.72000002861,            -4,             0, 3426.94091797, 679.108215332,          4000, -14.6041460037, -10.5851554871, 18.6226940155
        4.325, 0.730000019073,            -4,             0, 3419.68066406, 668.950744629,          4000, -14.5450019836, -10.5851297379, 18.4122982025
         4.35, 0.740000009537,            -4,             0, 3412.49926758, 659.013366699,          4000, -14.4871397018, -10.5851039886, 18.2055187225
        4.375,          0.75,            -4,             0, 3405.39770508, 649.289001465,          4000, -14.430516243, -10.5850782394, 18.0022907257
          4.4, 0.759999990463,            -4,             0, 3398.37695312, 639.771179199,          4000, -14.3750944138, -10.5850515366, 17.8025493622
        4.425, 0.769999980927,            -4,             0, 3391.43701172, 630.453369141,          4000, -14.3208379745, -10.5850248337, 17.6062335968
         4.45, 0.77999997139,            -4,             0, 3384.57861328, 621.329528809,          4000, -14.2677087784, -10.5849981308, 17.4132766724
        4.475, 0.790000021458,            -4,             0, 3377.80200195, 612.393737793,          4000, -14.2156744003, -10.5849714279, 17.2236156464
          4.5, 0.800000011921,            -4,             0, 3371.10693359, 603.640380859,          4000, -14.1647024155, -10.584944725, 17.0371856689
        4.525, 0.810000002384,            -4,             0, 3364.49316406, 595.064025879,          4000, -14.1147594452, -10.5849170685, 16.8539237976
         4.55, 0.819999992847,            -4,             0, 3357.96069336, 586.659362793,          4000, -14.0658159256, -10.5848894119, 16.6737689972
        4.575, 0.829999983311,            -4,             0, 3351.50927734, 578.421508789,          4000, -14.0178432465, -10.584862709, 16.4966545105
          4.6, 0.839999973774,            -4,             0, 3346.07568359, 570.657775879,          4000, -13.9761819839, -10.5872631073, 16.3331546783
        4.625, 0.850000023842,            -4,             0, 3339.79443359, 562.739624023,          4000, -13.9300994873, -10.587264061, 16.1619701385
         4.65, 0.860000014305,            -4,             0,  3333.5925293, 554.974304199,          4000, -13.8849067688, -10.5872650146, 15.9936447144
        4.675, 0.870000004768,            -4,             0, 3327.46972656, 547.357421875,          4000, -13.8405771255, -10.5872650146,  15.828119278
          4.7, 0.879999995232,            -4,             0, 3321.42480469,  539.88482666,          4000, -13.797088623, -10.5872659683, 15.6653356552
        4.725, 0.889999985695,            -4,             0, 3315.45751953, 532.552612305,          4000, -13.7544155121, -10.587266922, 15.5052375793
         4.75, 0.899999976158,            -4,             0, 3309.56689453, 525.356811523,          4000, -13.7125377655, -10.5872678757, 15.3477687836
        4.775, 0.910000026226,            -4,             0, 3303.75219727, 518.293823242,          4000, -13.6714324951, -10.5872678757, 15.1928720474
          4.8, 0.920000016689,            -4,             0, 3298.01220703, 511.359954834,          4000, -13.6310787201, -10.5872688293, 15.0404958725
        4.825, 0.930000007153,            -4,             0, 3292.34667969, 504.551757812,          4000, -13.5914564133, -10.587269783, 14.8905858994
         4.85, 0.939999997616,            -4,             0, 3286.75415039, 497.865936279,          4000, -13.5525465012, -10.587269783, 14.7430906296
        4.875, 0.949999988079,            -4,             0, 3281.23413086, 491.299255371,          4000, -13.5143299103, -10.5872707367, 14.5979595184
          4.9, 0.959999978542,            -4,             0, 3275.78564453, 484.848571777,          4000, -13.4767875671, -10.5872716904, 14.4551410675
        4.925, 0.97000002861,            -4,             0,  3270.4074707, 478.510925293,          4000, -13.439904213, -10.587272644, 14.3145885468
         4.95, 0.980000019073,            -4,             0, 3265.09887695, 472.283355713,          4000, -13.4036617279, -10.587272644, 14.1762533188
        4.975, 0.990000009537,            -4,             0, 3259.85888672, 466.163085938,          4000, -13.3680429459, -10.5872735977, 14.0400896072
            5,             1,            -4,             0, 3254.68652344, 460.147399902,          4000, -13.3330335617, -10.5872745514, 13.9060506821
